city,rent_weekly,income_weekly,transport_weekly,grocery_weekly,tuition_weekly,study_hours,work_hours,commute_hours,total_expenses,savings_weekly,financial_stress
Brisbane,426,359,25,80,327,46,2,0.6708792871264155,858,-499,1
Sydney,461,596,56,91,320,25,13,0.5314815316687369,928,-332,1
Sydney,366,609,51,117,123,20,1,2.745558797080405,657,-48,1
Brisbane,478,621,22,110,343,49,3,1.9533480423307465,953,-332,1
Sydney,288,519,22,110,266,33,18,1.3795672427170287,686,-167,1
Melbourne,578,641,41,119,167,22,11,1.081486592409626,905,-264,1
Sydney,377,286,41,127,227,42,1,2.0422144581520403,772,-486,1
Sydney,396,516,29,117,192,29,16,1.7725054588418456,734,-218,1
Melbourne,506,333,22,139,143,38,2,2.978994438824963,810,-477,1
Melbourne,466,436,31,66,232,38,9,2.9580399666343644,795,-359,1
Brisbane,467,621,48,68,154,38,15,2.087561415354024,737,-116,1
Brisbane,273,524,36,100,320,47,8,1.6071762652647263,729,-205,1
Melbourne,207,686,26,119,257,42,10,1.7278524228366552,609,77,0
Melbourne,496,660,32,112,128,23,14,2.2061976655921547,768,-108,1
Brisbane,363,399,21,142,253,39,2,0.7539363605884535,779,-380,1
Sydney,284,659,23,124,310,38,15,1.3208801845267955,741,-82,1
Melbourne,271,222,29,129,253,29,11,0.6881806025090096,682,-460,1
Brisbane,254,431,58,79,136,46,4,0.683401898792299,527,-96,1
Sydney,592,509,43,74,318,44,6,0.9895981047355844,1027,-518,1
Melbourne,246,159,36,124,321,21,8,1.713133136483067,727,-568,1
Sydney,598,360,25,120,214,23,17,2.4619358029069733,957,-597,1
Brisbane,437,301,38,75,280,43,7,1.7137397279146813,830,-529,1
Melbourne,303,154,24,105,257,25,11,1.3386915264021744,689,-535,1
Sydney,409,344,51,71,102,49,19,0.7058824758418953,633,-289,1
Melbourne,241,432,29,138,221,26,1,1.8757388079578239,629,-197,1
Sydney,515,613,28,68,142,35,9,1.1781714662079419,753,-140,1
Brisbane,467,262,46,80,106,48,18,2.0373354447928684,699,-437,1
Brisbane,585,420,32,75,224,26,8,2.942969347831046,916,-496,1
Melbourne,462,312,38,91,148,37,7,0.7782858036938753,739,-427,1
Sydney,535,609,40,90,220,39,0,1.0303134968048497,885,-276,1
Melbourne,586,254,43,149,172,45,5,1.6827363452484367,950,-696,1
Melbourne,564,431,57,72,344,45,11,2.9215345383648237,1037,-606,1
Sydney,458,311,23,96,140,41,18,2.4295244406749887,717,-406,1
Sydney,482,500,43,62,205,38,16,2.7455729829070754,792,-292,1
Sydney,313,583,54,138,176,28,1,1.3342871211894822,681,-98,1
Brisbane,562,289,22,115,306,48,10,2.980096184446486,1005,-716,1
Melbourne,239,620,23,115,281,39,17,0.7570820401603935,658,-38,1
Melbourne,419,281,56,65,226,29,10,0.6324322651152521,766,-485,1
Brisbane,328,236,59,122,296,32,17,2.6390065676350702,805,-569,1
Sydney,207,332,54,77,320,37,7,2.8181621755174655,658,-326,1
Brisbane,300,517,50,126,326,35,14,0.7264633938652544,802,-285,1
Brisbane,579,278,44,84,190,41,8,0.7835685668646037,897,-619,1
Brisbane,375,395,59,90,254,36,14,0.5829353943894345,778,-383,1
Melbourne,306,527,32,126,107,41,6,0.7612689066068102,571,-44,1
Brisbane,300,298,23,80,131,32,19,1.0235495420007021,534,-236,1
Melbourne,459,582,33,134,311,31,12,2.9251915472750025,937,-355,1
Melbourne,565,618,32,81,163,29,12,2.169650555599201,841,-223,1
Melbourne,445,595,46,103,237,20,0,2.446382563796355,831,-236,1
Sydney,474,630,25,147,112,49,19,2.440348509228805,758,-128,1
Melbourne,231,443,36,121,290,27,3,1.8376843744480365,678,-235,1
Melbourne,336,292,55,108,192,40,3,2.493722444282543,691,-399,1
Sydney,211,399,59,90,262,41,3,1.989518830974924,622,-223,1
Melbourne,594,451,54,115,160,37,12,1.286365244008394,923,-472,1
Brisbane,501,174,36,145,281,21,1,1.9027752719210018,963,-789,1
Brisbane,574,219,21,103,107,35,14,1.8337714653362838,805,-586,1
Melbourne,215,261,32,89,128,31,3,2.5586326343983017,464,-203,1
Sydney,328,513,21,77,194,28,5,2.9543180434541476,620,-107,1
Brisbane,262,452,47,86,140,22,2,1.5276064135523264,535,-83,1
Sydney,308,620,45,114,257,41,6,2.408476696103399,724,-104,1
Sydney,574,240,41,123,313,45,5,0.7494075100953339,1051,-811,1
Brisbane,220,679,22,104,248,40,2,2.4420784236207216,594,85,0
Sydney,357,341,54,53,303,49,3,1.4285422799830803,767,-426,1
Brisbane,468,391,31,148,110,47,9,0.5984754072242167,757,-366,1
Sydney,361,287,43,59,101,23,8,1.408115446405443,564,-277,1
Brisbane,459,494,24,96,277,45,5,2.026606877304112,856,-362,1
Melbourne,301,329,39,124,268,21,19,0.7981254192036664,732,-403,1
Brisbane,422,652,58,63,293,27,10,2.8100862310756365,836,-184,1
Brisbane,258,352,58,87,325,29,6,0.6941810331820965,728,-376,1
Brisbane,446,341,32,61,230,35,17,2.8250167995829156,769,-428,1
Brisbane,327,154,31,94,179,42,3,2.2678437948392163,631,-477,1
Sydney,482,386,32,66,278,30,4,1.3242804385355091,858,-472,1
Melbourne,524,460,29,129,295,37,3,1.476875869272733,977,-517,1
Brisbane,224,698,52,84,186,41,3,2.3520234118318606,546,152,0
Sydney,330,205,59,115,348,33,12,2.0036777522030182,852,-647,1
Melbourne,552,592,35,124,341,27,15,2.179107303637363,1052,-460,1
Melbourne,395,386,54,90,311,42,13,1.4729115412837,850,-464,1
Melbourne,480,346,22,116,252,34,10,1.7195337045189976,870,-524,1
Melbourne,353,663,24,78,257,36,1,2.9746687100947335,712,-49,1
Brisbane,581,598,45,67,309,40,13,1.0348071762492943,1002,-404,1
Brisbane,332,509,30,69,205,37,6,1.5446404663053286,636,-127,1
Sydney,426,179,26,63,238,25,10,1.2295579689349183,753,-574,1
Sydney,388,257,29,83,320,42,3,2.4127787760996244,820,-563,1
Sydney,464,594,53,98,116,49,6,2.410031564164302,731,-137,1
Melbourne,571,587,22,103,253,33,15,1.2311136524934896,949,-362,1
Melbourne,333,606,27,80,347,42,5,0.7034757915824572,787,-181,1
Brisbane,410,644,50,107,348,22,5,0.5285816916805102,915,-271,1
Melbourne,259,396,30,91,122,26,1,1.5686263331062138,502,-106,1
Melbourne,576,692,26,107,283,34,7,1.5258439858394273,992,-300,1
Melbourne,594,588,21,131,279,40,6,2.9709746965996575,1025,-437,1
Sydney,563,427,25,79,147,43,13,1.674505189244199,814,-387,1
Sydney,563,260,51,74,119,47,8,1.1410459239385515,807,-547,1
Brisbane,412,534,39,112,336,35,14,2.7280736025786685,899,-365,1
Melbourne,415,340,53,68,101,35,17,1.7276698741339462,637,-297,1
Melbourne,425,639,35,121,187,27,11,1.9979390880264445,768,-129,1
Brisbane,330,575,44,141,130,26,18,0.7391717760705316,645,-70,1
Melbourne,275,554,31,57,254,25,12,1.4572910183244352,617,-63,1
Melbourne,485,484,26,144,229,21,6,2.860559186184467,884,-400,1
Sydney,476,358,58,52,348,41,9,1.9737634604385637,934,-576,1
Brisbane,355,171,36,116,177,32,9,1.3612546378561543,684,-513,1
Brisbane,447,357,30,135,103,31,1,2.0641679515789826,715,-358,1
Brisbane,417,157,25,130,340,34,13,2.7760277239452904,912,-755,1
Brisbane,389,678,42,149,240,46,12,1.1849765011814752,820,-142,1
Sydney,362,315,46,66,327,28,5,1.762791796176686,801,-486,1
Sydney,379,645,25,63,262,21,8,2.8967266347793883,729,-84,1
Melbourne,233,578,57,58,335,36,12,0.9309903582461316,683,-105,1
Melbourne,240,312,21,111,345,46,8,2.299159813991779,717,-405,1
Melbourne,506,515,41,143,227,48,12,2.036202520507456,917,-402,1
Melbourne,537,675,39,70,346,24,4,2.199187827851587,992,-317,1
Sydney,513,388,44,125,299,30,13,1.3780490766689242,981,-593,1
Brisbane,274,221,34,86,293,41,4,1.2846984337094123,687,-466,1
Sydney,478,594,48,145,233,38,8,2.2105241764709262,904,-310,1
Melbourne,375,658,27,60,130,43,7,1.0388582127613635,592,66,0
Sydney,583,418,56,69,345,26,6,1.5491368621475128,1053,-635,1
Brisbane,349,564,52,84,237,21,7,0.970436615132295,722,-158,1
Brisbane,472,394,41,102,335,35,2,0.5207621028083244,950,-556,1
Sydney,524,209,24,96,120,31,14,2.9251434000951737,764,-555,1
Sydney,307,155,58,124,333,42,7,1.5792574466410476,822,-667,1
Sydney,338,556,37,101,301,34,0,2.9233740360495633,777,-221,1
Melbourne,549,366,57,57,122,20,6,0.8508087994195652,785,-419,1
Sydney,470,175,56,53,230,44,18,1.968416948643715,809,-634,1
Sydney,546,154,49,76,259,32,1,1.002435081978099,930,-776,1
Sydney,488,681,50,93,247,42,13,2.4751853174081866,878,-197,1
Brisbane,411,539,29,89,301,25,17,2.459257471902438,830,-291,1
Brisbane,580,597,34,96,128,32,14,0.7815178725982794,838,-241,1
Melbourne,471,295,37,143,204,37,13,2.780161132190973,855,-560,1
Melbourne,265,537,42,93,151,22,18,0.9865741180080616,551,-14,1
Brisbane,447,398,52,97,214,20,18,2.032443353973401,810,-412,1
Brisbane,355,675,35,140,273,34,16,2.96408405021926,803,-128,1
Brisbane,246,611,57,134,261,45,18,2.7059913369159094,698,-87,1
Sydney,400,162,54,101,200,32,15,2.8914098214029225,755,-593,1
Sydney,347,533,53,133,183,24,19,1.3564969280452985,716,-183,1
Brisbane,323,548,47,117,160,44,18,0.7639391055486584,647,-99,1
Sydney,200,168,21,60,224,32,0,0.9708671832236253,505,-337,1
Sydney,446,640,49,126,299,41,18,1.7512372376915346,920,-280,1
Melbourne,542,568,32,122,170,24,6,2.4830741956833053,866,-298,1
Brisbane,327,486,35,53,169,47,10,0.875384110459688,584,-98,1
Brisbane,390,568,24,125,238,38,4,2.1493288306518927,777,-209,1
Sydney,266,271,47,122,207,40,16,1.3089440100987797,642,-371,1
Brisbane,203,581,58,126,309,43,10,1.3530051809803838,696,-115,1
Melbourne,502,193,39,97,342,47,7,2.154794325394816,980,-787,1
Melbourne,493,466,43,75,333,37,9,1.6674985488330505,944,-478,1
Melbourne,342,530,46,126,348,40,11,2.530083232564985,862,-332,1
Brisbane,390,294,49,88,320,41,9,0.8897962741570676,847,-553,1
Brisbane,220,476,46,141,316,29,12,2.474870674417596,723,-247,1
Brisbane,426,512,45,107,290,43,17,0.6605881201435522,868,-356,1
Brisbane,512,199,26,68,120,27,9,0.9851347006140125,726,-527,1
Brisbane,316,214,57,137,337,34,18,2.1403742862579134,847,-633,1
Melbourne,501,504,24,132,230,40,19,2.637314141277678,887,-383,1
Sydney,341,313,42,126,181,44,16,1.1316990693483726,690,-377,1
Melbourne,238,290,47,126,187,39,19,1.3179790145722823,598,-308,1
Brisbane,592,277,53,107,210,47,15,1.8428018707168499,962,-685,1
Melbourne,554,547,34,77,329,44,4,1.0289320162232558,994,-447,1
Brisbane,451,612,51,115,109,46,2,2.5278906539687642,726,-114,1
Brisbane,532,336,45,59,254,42,14,2.434091612514402,890,-554,1
Melbourne,406,339,50,135,111,41,1,0.8632292799144541,702,-363,1
Brisbane,409,537,38,126,106,23,12,1.6595743295415804,679,-142,1
Sydney,314,578,28,107,244,21,7,2.4370694166365534,693,-115,1
Brisbane,424,433,48,122,292,43,16,1.343323827758537,886,-453,1
Sydney,333,386,58,146,291,25,3,2.0827670567943293,828,-442,1
Sydney,450,343,23,63,349,47,18,0.6255328036439318,885,-542,1
Brisbane,418,436,22,133,213,22,8,2.021721901323295,786,-350,1
Melbourne,290,285,48,64,125,26,14,0.8816324500015176,527,-242,1
Sydney,553,320,30,145,114,29,8,2.5764583127861282,842,-522,1
Melbourne,575,308,52,82,342,42,8,1.3886236589511962,1051,-743,1
Sydney,245,350,57,66,132,25,13,1.2038846568204893,500,-150,1
Brisbane,237,636,30,73,161,35,15,2.6022224417787125,501,135,0
Brisbane,341,653,46,79,328,21,16,0.6253600576795255,794,-141,1
Sydney,299,520,52,111,146,43,12,1.491521998335862,608,-88,1
Brisbane,527,252,40,62,194,36,8,1.4250088514375785,823,-571,1
Sydney,389,274,58,111,134,32,14,1.2120009356238772,692,-418,1
Brisbane,234,462,50,96,292,20,6,2.7793858300036924,672,-210,1
Melbourne,346,607,57,65,299,25,0,2.3773209837918055,767,-160,1
Brisbane,229,379,21,115,175,24,0,0.6598079104798469,540,-161,1
Melbourne,533,346,46,130,222,44,4,2.2867186235873853,931,-585,1
Brisbane,283,572,55,145,345,32,8,1.8182478328219849,828,-256,1
Melbourne,568,320,30,92,348,47,11,2.752169736003948,1038,-718,1
Brisbane,480,531,37,57,182,42,5,1.282364043370896,756,-225,1
Melbourne,543,322,20,52,124,37,12,1.9354049990239572,739,-417,1
Sydney,469,602,54,61,156,48,7,1.7518881868524652,740,-138,1
Sydney,353,499,54,133,131,31,14,1.7239022655690144,671,-172,1
Melbourne,301,643,50,65,162,26,5,1.6402634987930316,578,65,0
Brisbane,414,153,47,127,111,34,5,1.0140736888307031,699,-546,1
Melbourne,349,242,58,129,162,22,3,2.389274806230982,698,-456,1
Brisbane,282,155,20,108,176,35,10,1.6283400818482217,586,-431,1
Sydney,309,437,44,98,191,20,17,2.8962906875065144,642,-205,1
Brisbane,586,295,57,112,100,46,2,1.1520210679819407,855,-560,1
Sydney,474,573,39,111,278,35,2,2.2068595990676028,902,-329,1
Brisbane,400,606,22,98,169,43,11,2.8517926990977713,689,-83,1
Brisbane,483,351,21,100,235,49,5,2.1586458075402315,839,-488,1
Brisbane,372,361,37,82,295,31,5,2.6781822690434867,786,-425,1
Melbourne,526,155,29,79,232,38,7,2.568702399392515,866,-711,1
Melbourne,405,525,24,108,316,46,14,1.4002942887225096,853,-328,1
Sydney,262,596,28,125,185,27,17,2.0003098498487413,600,-4,1
Sydney,272,255,21,64,319,42,19,0.890653349528389,676,-421,1
Melbourne,450,550,53,131,138,31,15,1.8388147067389988,772,-222,1
Sydney,323,245,57,141,122,34,5,1.076054929535843,643,-398,1
Melbourne,574,537,50,72,167,21,16,2.359342037381114,863,-326,1
Brisbane,320,601,29,127,279,48,8,1.8201460547303114,755,-154,1
Sydney,474,565,31,143,103,49,18,1.5280684065791512,751,-186,1
Sydney,597,653,55,146,225,49,17,1.171992740417444,1023,-370,1
Melbourne,319,603,40,94,274,36,4,2.996746204603217,727,-124,1
Sydney,516,440,25,111,120,26,5,0.6792763022123317,772,-332,1
Sydney,363,683,22,128,328,32,11,0.60890170143105,841,-158,1
Brisbane,485,342,29,120,283,20,10,1.0431435012346615,917,-575,1
Sydney,464,299,24,64,204,25,15,2.927681146569549,756,-457,1
Brisbane,519,664,45,95,165,32,19,2.948095420799961,824,-160,1
Melbourne,360,542,40,113,286,30,16,2.13731933693034,799,-257,1
Sydney,575,465,45,95,106,29,19,2.700266668016012,821,-356,1
Brisbane,507,225,57,105,148,35,8,1.0349043271019884,817,-592,1
Melbourne,288,419,45,93,115,46,0,2.930105235441559,541,-122,1
Sydney,341,374,27,124,244,45,2,0.8569621253489117,736,-362,1
Melbourne,402,679,24,78,183,43,8,0.7528129704541457,687,-8,1
Sydney,508,262,34,144,349,42,18,0.7805288481181822,1035,-773,1
Melbourne,426,400,35,111,186,39,12,1.9328198081814116,758,-358,1
Melbourne,533,382,20,138,197,36,13,2.4524360017951308,888,-506,1
Brisbane,421,232,35,101,174,36,19,1.4166679446865826,731,-499,1
Melbourne,240,274,56,103,133,23,18,2.9447399694653162,532,-258,1
Sydney,395,324,22,137,260,24,6,1.5860503452958237,814,-490,1
Sydney,267,218,50,106,125,47,3,0.8761213769330407,548,-330,1
Brisbane,463,196,32,132,165,42,11,1.6649168704653419,792,-596,1
Sydney,201,405,35,115,224,33,13,2.1975929135560994,575,-170,1
Sydney,560,179,40,71,162,39,1,2.5805644512609467,833,-654,1
Sydney,324,430,21,69,186,29,0,1.6469207248914823,600,-170,1
Melbourne,309,386,46,82,140,33,17,1.9840170651229188,577,-191,1
Melbourne,285,397,57,121,313,47,19,1.1683617803971333,776,-379,1
Sydney,319,517,45,74,285,20,7,2.1147913160137852,723,-206,1
Brisbane,326,644,57,95,197,30,2,2.964929859875859,675,-31,1
Melbourne,454,174,44,122,223,45,5,0.6226339314694846,843,-669,1
Brisbane,382,639,30,147,178,42,12,2.7163266767629195,737,-98,1
Sydney,215,643,27,106,109,37,8,1.905706256918807,457,186,0
Sydney,261,463,27,136,114,35,8,1.1302466489057499,538,-75,1
Melbourne,568,524,52,54,141,48,19,2.887224275023145,815,-291,1
Sydney,357,174,26,104,192,46,8,1.7083857576472474,679,-505,1
Melbourne,467,483,57,110,284,37,14,1.329225629183464,918,-435,1
Sydney,234,504,40,138,314,27,12,0.9537440706771029,726,-222,1
Sydney,466,265,27,57,116,47,15,1.1111305256416553,666,-401,1
Melbourne,263,197,40,65,287,29,1,2.5821226039786063,655,-458,1
Melbourne,249,248,39,97,108,45,13,2.0360250232929147,493,-245,1
Melbourne,454,608,27,110,213,29,5,2.7831140487207904,804,-196,1
Sydney,348,672,50,64,135,24,1,1.0799211303944647,597,75,0
Sydney,524,554,48,114,300,29,7,0.8028464346222537,986,-432,1
Brisbane,503,363,28,71,307,37,3,0.5152188274389751,909,-546,1
Melbourne,475,652,34,52,135,40,13,1.7696550940399844,696,-44,1
Sydney,556,597,49,103,147,43,10,2.9957673259549704,855,-258,1
Sydney,371,407,45,63,150,25,13,2.2374131720465975,629,-222,1
Melbourne,400,270,29,85,196,22,11,1.2709864799128652,710,-440,1
Brisbane,592,203,48,131,218,27,15,2.6921464575654293,989,-786,1
Melbourne,523,480,35,131,194,49,5,2.4543056649698993,883,-403,1
Brisbane,234,390,55,116,169,28,19,0.5385379151913481,574,-184,1
Sydney,415,679,39,59,173,24,0,2.542151201352556,686,-7,1
Brisbane,264,632,56,98,179,48,11,1.25131689309624,597,35,1
Sydney,207,336,41,114,167,21,6,0.8741836614590027,529,-193,1
Melbourne,500,411,26,140,345,21,7,1.0658270993426864,1011,-600,1
Melbourne,542,513,42,106,249,26,8,1.6714495109378475,939,-426,1
Melbourne,531,640,59,76,176,36,1,1.5621698176700276,842,-202,1
Brisbane,275,580,48,124,307,29,16,1.2222182484355668,754,-174,1
Sydney,373,388,35,54,215,31,19,0.9305458055175817,677,-289,1
Melbourne,246,453,57,120,320,21,12,2.4055769741054234,743,-290,1
Melbourne,214,447,47,132,105,29,4,2.975274459337293,498,-51,1
Sydney,560,225,57,106,253,39,9,2.444478951049226,976,-751,1
Melbourne,346,482,50,142,174,20,11,1.239842419178853,712,-230,1
Sydney,225,623,33,64,187,23,16,1.1120224035303334,509,114,0
Sydney,507,432,52,148,320,32,5,1.0441646901648456,1027,-595,1
Sydney,292,221,28,125,102,31,2,0.8417376862225907,547,-326,1
Sydney,431,412,46,79,151,30,14,1.878326374230753,707,-295,1
Sydney,220,161,43,69,173,48,6,2.0135009298833606,505,-344,1
Brisbane,506,290,32,86,224,29,5,2.263756651657843,848,-558,1
Melbourne,237,166,45,52,287,34,3,2.20053342733417,621,-455,1
Brisbane,475,212,48,122,290,24,18,1.2308332782084561,935,-723,1
Melbourne,356,402,47,90,164,44,4,1.3257775134921164,657,-255,1
Brisbane,378,614,47,88,151,36,2,2.2037863386058447,664,-50,1
Sydney,331,525,27,75,334,47,8,1.3736191019590709,767,-242,1
Melbourne,510,669,42,51,317,24,5,1.0315579740482825,920,-251,1
Melbourne,547,239,48,72,349,21,12,1.4358403842418488,1016,-777,1
Brisbane,227,324,24,72,175,28,19,1.1802103939449442,498,-174,1
Brisbane,459,225,26,134,241,25,3,0.7207818030464446,860,-635,1
Melbourne,275,549,55,65,188,37,1,2.575347255691634,583,-34,1
Brisbane,266,220,46,58,171,33,3,2.632778472892591,541,-321,1
Brisbane,541,329,21,62,334,38,7,1.0493757504171985,958,-629,1
Brisbane,393,273,44,77,167,33,12,0.6619304988130044,681,-408,1
Sydney,361,530,28,76,255,27,9,2.3470685933779487,720,-190,1
Sydney,546,442,46,100,298,36,17,1.0288215646585344,990,-548,1
Brisbane,560,344,20,113,237,47,8,1.4835887235921505,930,-586,1
Brisbane,456,377,42,101,214,22,0,0.6603381305934581,813,-436,1
Sydney,271,580,29,130,156,48,12,1.065673961896088,586,-6,1
Sydney,286,585,44,87,349,29,17,2.4822556958240893,766,-181,1
Melbourne,461,610,22,149,327,36,14,2.510991117288005,959,-349,1
Melbourne,413,170,25,114,165,46,1,1.017712062219276,717,-547,1
Sydney,352,213,25,67,189,30,10,1.339784612766724,633,-420,1
Brisbane,409,314,21,112,344,27,13,0.8355960477343589,886,-572,1
Brisbane,260,176,37,100,149,20,14,0.685431575712306,546,-370,1
Brisbane,467,460,42,58,113,32,13,2.9804292861210238,680,-220,1
Brisbane,461,434,21,62,349,40,15,2.138984878112098,893,-459,1
Melbourne,417,430,31,89,115,23,14,1.855241272995797,652,-222,1
Sydney,482,313,41,104,281,26,18,2.413746251013249,908,-595,1
Brisbane,335,373,56,128,270,33,8,2.6001928992193104,789,-416,1
Melbourne,579,295,39,92,141,24,4,2.516786920111819,851,-556,1
Brisbane,561,179,58,93,308,43,4,0.5413486232246916,1020,-841,1
Sydney,292,194,43,117,209,47,10,0.9670197454762461,661,-467,1
Melbourne,308,620,39,82,121,49,19,2.1372632552945774,550,70,0
Sydney,440,183,20,73,167,30,3,1.4393983695099073,700,-517,1
Sydney,554,576,20,85,118,36,19,2.9562066276527674,777,-201,1
Melbourne,341,370,36,59,165,24,17,2.163511981595635,601,-231,1
Melbourne,490,683,20,149,266,39,2,2.891372271823016,925,-242,1
Melbourne,436,516,49,69,172,22,3,1.0036162041144845,726,-210,1
Melbourne,539,699,22,124,246,24,13,2.6598925702875578,931,-232,1
Melbourne,511,265,30,61,243,45,6,1.3033807645380633,845,-580,1
Melbourne,376,388,43,111,153,34,7,2.973912020594517,683,-295,1
Melbourne,340,484,41,67,252,38,15,0.8942216801828682,700,-216,1
Brisbane,388,590,45,143,211,35,19,1.7908495470958163,787,-197,1
Sydney,248,297,32,112,117,27,14,2.4821113345928048,509,-212,1
Melbourne,501,158,20,133,250,32,6,1.5816062015100898,904,-746,1
Brisbane,568,437,43,74,216,35,16,1.6702101504691167,901,-464,1
Brisbane,389,537,29,61,184,22,11,2.9658894887643528,663,-126,1
Brisbane,335,199,54,70,238,20,17,1.5632703757528832,697,-498,1
Sydney,242,666,43,74,138,28,13,2.0101802514976588,497,169,0
Melbourne,579,427,47,60,204,28,14,0.6363491516878768,890,-463,1
Brisbane,552,449,55,113,167,41,14,2.60552520052565,887,-438,1
Sydney,289,284,35,122,124,45,4,2.120420122448859,570,-286,1
Sydney,494,296,59,99,290,36,15,1.5100502571570338,942,-646,1
Sydney,540,639,35,111,323,43,4,0.5404238498862994,1009,-370,1
Brisbane,444,627,36,138,257,21,1,1.9791720514837596,875,-248,1
Melbourne,391,308,34,148,272,28,19,0.5316445712104054,845,-537,1
Brisbane,517,533,35,145,222,49,8,0.5030090347725448,919,-386,1
Brisbane,305,312,34,98,317,43,8,2.0402464053733866,754,-442,1
Melbourne,562,590,53,63,220,38,3,0.9725426683363856,898,-308,1
Melbourne,509,338,30,50,160,32,14,0.9797188742952383,749,-411,1
Melbourne,581,564,20,130,199,24,10,2.133178914581859,930,-366,1
Sydney,432,488,34,74,150,28,0,0.6342429698484358,690,-202,1
Melbourne,464,330,45,108,197,32,17,1.2835139036863907,814,-484,1
Brisbane,543,437,23,121,236,20,0,0.8735797553550477,923,-486,1
Melbourne,236,336,24,118,303,44,7,1.9504409244913345,681,-345,1
Brisbane,504,287,54,54,101,34,15,2.1544128868184895,713,-426,1
Sydney,240,279,32,148,329,23,17,2.3028396339976087,749,-470,1
Brisbane,216,343,29,68,104,23,8,1.1380780422964136,417,-74,1
Brisbane,543,465,30,72,289,39,11,0.72312437909146,934,-469,1
Melbourne,476,293,37,58,296,29,18,0.6967091423547446,867,-574,1
Melbourne,506,165,53,143,279,47,17,1.5653788711268095,981,-816,1
Brisbane,258,451,58,99,185,44,4,2.8646110226567876,600,-149,1
Melbourne,382,572,42,65,232,49,1,1.0443225856175615,721,-149,1
Sydney,240,394,26,82,286,25,6,1.1418540033538733,634,-240,1
Sydney,238,256,58,51,167,46,9,0.7522220052646473,514,-258,1
Melbourne,596,237,22,63,108,43,14,2.0139256847348257,789,-552,1
Sydney,391,278,31,50,192,31,6,2.199682184867937,664,-386,1
Melbourne,466,490,26,139,249,49,4,2.1073280204019,880,-390,1
Brisbane,346,153,45,107,254,39,14,2.652825607611953,752,-599,1
Brisbane,594,476,52,138,237,35,19,1.7160645875651794,1021,-545,1
Sydney,532,559,56,65,307,22,19,0.8361426019176611,960,-401,1
Melbourne,326,455,34,128,333,33,14,1.2235128267610316,821,-366,1
Melbourne,245,374,21,139,224,20,9,2.1560749335533793,629,-255,1
Sydney,244,497,26,96,333,29,13,2.0328049343538996,699,-202,1
Brisbane,200,470,51,93,160,34,9,1.827507824357406,504,-34,1
Sydney,367,330,23,129,150,26,16,2.207411046721718,669,-339,1
Brisbane,307,535,39,63,109,23,13,2.0934771259332483,518,17,1
Melbourne,218,257,55,142,233,33,1,2.703312223662379,648,-391,1
Brisbane,531,680,51,73,161,43,15,1.9650409436957414,816,-136,1
Sydney,271,559,47,104,212,35,12,2.446503396751391,634,-75,1
Melbourne,308,445,32,64,232,33,8,1.1217678899161696,636,-191,1
Sydney,467,320,20,132,221,22,6,2.19545646147267,840,-520,1
Sydney,439,480,54,121,297,36,15,2.755485295956689,911,-431,1
Brisbane,500,642,49,83,290,40,9,1.4643308197495832,922,-280,1
Sydney,289,344,55,51,222,33,8,2.4477604683466163,617,-273,1
Brisbane,302,161,44,76,283,37,6,2.3119732529885884,705,-544,1
Melbourne,449,344,35,123,286,22,15,0.6488154921795561,893,-549,1
Brisbane,207,639,38,148,162,49,8,1.9537707740601808,555,84,0
Melbourne,352,331,20,136,210,41,16,0.825473373002006,718,-387,1
Brisbane,546,465,24,121,188,38,19,2.918297930576478,879,-414,1
Sydney,373,179,41,141,286,22,6,2.5285187567516405,841,-662,1
Brisbane,542,245,43,72,150,31,10,0.7743095031178002,807,-562,1
Brisbane,357,530,56,117,277,41,7,0.804379994119196,807,-277,1
Melbourne,414,593,55,63,231,24,6,1.9861846372815473,763,-170,1
Sydney,376,447,55,112,203,29,18,1.3622229354329582,746,-299,1
Brisbane,374,510,23,142,222,28,19,0.5872646476827732,761,-251,1
Sydney,539,523,55,114,147,20,11,1.8541037695826328,855,-332,1
Brisbane,537,452,37,117,131,32,6,1.4696127492146172,822,-370,1
Brisbane,345,570,35,112,219,22,7,0.7526912309293566,711,-141,1
Sydney,523,395,37,145,278,38,6,2.5048009806399567,983,-588,1
Brisbane,360,386,41,146,279,30,5,2.787691913197015,826,-440,1
Sydney,326,683,21,139,198,35,8,2.391484835035325,684,-1,1
Brisbane,281,334,40,130,173,25,12,2.556055775040693,624,-290,1
Melbourne,346,617,55,136,133,43,6,1.0412264181652935,670,-53,1
Sydney,438,512,58,113,263,22,7,1.1589323772965026,872,-360,1
Brisbane,283,432,58,81,169,38,16,1.0213188507479694,591,-159,1
Brisbane,312,485,48,128,270,25,16,2.41265857841391,758,-273,1
Melbourne,424,311,45,62,209,27,15,2.8697926973362424,740,-429,1
Sydney,531,309,40,115,115,41,1,2.2920930168347566,801,-492,1
Brisbane,577,623,36,68,158,32,7,2.70366691219889,839,-216,1
Melbourne,442,471,35,73,280,31,16,2.0967477372079313,830,-359,1
Brisbane,342,161,50,137,118,49,12,1.4691497513969978,647,-486,1
Sydney,240,573,28,60,325,29,17,1.564404037325763,653,-80,1
Brisbane,457,222,50,108,316,22,9,0.688303580418512,931,-709,1
Brisbane,484,350,33,135,194,23,1,0.5786429881150652,846,-496,1
Brisbane,304,671,56,64,212,20,1,2.2386890104726933,636,35,1
